,article,cat0,cat1,cat2
1653,FairTax,Citizenship,Politics_and_government,
1654,Fair_Isle,Geography,European_Geography,
1655,Falcon,Science,Biology,Birds
1656,Falkirk_Wheel,Design_and_Technology,Engineering,
1657,Falkland_Islands,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
1658,Falkland_Islands,Countries,,
1659,Family,Citizenship,Animal_and_Human_Rights,
1660,Family,Everyday_life,Everyday_life,
1661,Famine,Geography,Natural_Disasters,
1662,Fanny_Blankers-Koen,People,Sports_and_games_people,
1663,Faroe_Islands,Geography,Geography_of_Great_Britain,
1664,Fascism,Citizenship,Politics_and_government,
1665,Fashion,Everyday_life,Everyday_life,
1666,Fatty_acid,Everyday_life,Food_and_agriculture,
1667,Fatty_acid,Science,Biology,Health_and_medicine
1668,Fauna_of_Australia,Science,Biology,General_Biology
1669,Feather,Science,Biology,Birds
1670,Fed_Cup,Everyday_life,Sports_events,
1671,Federal_Bureau_of_Investigation,Citizenship,Law,
1672,Federated_States_of_Micronesia,Countries,,
1673,Federated_States_of_Micronesia,Geography,Geography_of_Oceania_Australasia,
1674,Fedora_Core,IT,Software,
1675,Feldspar,Geography,Mineralogy,
1676,Felice_Beato,People,Artists,
1677,Felix_Mendelssohn,People,Performers_and_composers,
1678,Felix_the_Cat,Everyday_life,Cartoons,
1679,Fencing,Everyday_life,Sports,
1680,Fennel,Everyday_life,Food_and_agriculture,
1681,Fennel,Science,Biology,Plants
1682,Ferdinand_Magellan,People,Geographers_and_explorers,
1683,Ferdinandea,Geography,European_Geography,
1684,Fermi_paradox,Science,Physics,Space_Astronomy
1685,Fermium,Science,Chemistry,Chemical_elements
1686,Fern,Science,Biology,Plants
1687,Fertile_Crescent,Geography,Geography_of_the_Middle_East,
1688,Fertilizer,Everyday_life,Food_and_agriculture,
1689,Fetal_alcohol_spectrum_disorder,Science,Biology,Health_and_medicine
1690,Ffestiniog_Railway,Design_and_Technology,Railway_transport,
1691,Fiberglass,Design_and_Technology,Engineering,
1692,Fiction,Language_and_literature,Literature_types,
1693,Fidel_Castro,People,Political_People,
1694,Fieldfare,Science,Biology,Birds
1695,Fiji,Countries,,
1696,Fiji,Geography,Geography_of_Oceania_Australasia,
1697,Film,Everyday_life,Films,
1698,Final_Fantasy_(video_game),Everyday_life,Computer_and_Video_games,
1699,Final_Fantasy_Adventure,Everyday_life,Computer_and_Video_games,
1700,Finance,Business_Studies,Economics,
1701,Financial_statements,Business_Studies,Business,
1702,Fine_art,Art,Art,
1703,Finland,Countries,,
1704,Finland,Geography,European_Geography,European_Countries
1705,Fire,Science,Chemistry,General_Chemistry
1706,Firearm,History,Military_History_and_War,
1707,Firecrest,Science,Biology,Birds
1708,Firefly_(TV_series),Everyday_life,Television,
1709,First_Council_of_Nicaea,Religion,Religious_texts,
1710,First_Crusade,History,Pre_1900_Military,
1711,First_Crusade,Religion,Religious_disputes,
1712,First_Macedonian_War,History,Pre_1900_Military,
1713,First_Transcontinental_Railroad,Design_and_Technology,Railway_transport,
1714,Fish,Science,Biology,Insects_Reptiles_and_Fish
1715,Fishing,Everyday_life,Food_and_agriculture,
1716,Flag_of_Australia,Geography,General_Geography,
1717,Flag_of_Belarus,Geography,General_Geography,
1718,Flag_of_Hong_Kong,Geography,General_Geography,
1719,Flag_of_India,Geography,General_Geography,
1720,Flag_of_Mexico,Geography,General_Geography,
1721,Flag_of_South_Africa,Geography,General_Geography,
1722,Flag_of_the_Republic_of_China,Geography,General_Geography,
1723,Flamingo,Science,Biology,Birds
1724,Flanders,Geography,European_Geography,
1725,Flat_Earth,Religion,Myths,
1726,Flat_Earth,Religion,Religious_disputes,
1727,Flemish_(linguistics),Language_and_literature,Languages,
1728,Flemish_dialects,Language_and_literature,Linguistics,
1729,Flemish_people,Geography,Peoples,
1730,Flood,Geography,Climate_and_the_Weather,
1731,Flood,Geography,Natural_Disasters,
1732,Floppy_disk,IT,Computing_hardware_and_infrastructure,
1733,Florence_Nightingale,History,British_History,British_History_17501900
1734,Florence_Nightingale,People,Human_Scientists,
1735,Florida,Geography,North_American_Geography,
1736,Florida_East_Coast_Railway,Design_and_Technology,Railway_transport,
1737,Floris_and_Blancheflour,Language_and_literature,General_Literature,
1738,Flower,Science,Biology,Plants
1739,Floyd_Mayweather_Jr.,People,Sports_and_games_people,
1740,Fluorine,Science,Chemistry,Chemical_elements
1741,Flute,Music,Musical_Instruments,
1742,Foie_gras,Everyday_life,Food_and_agriculture,
1743,Folic_acid,Science,Chemistry,Chemical_compounds
1744,Folic_acid,Science,Biology,Health_and_medicine
1745,Folk_music,Music,Musical_genres_styles_eras_and_events,
1746,Folklore,History,Ancient_History_Classical_History_and_Mythology,
1747,Folklore,Religion,Myths,
1748,Food,Everyday_life,Food_and_agriculture,
1749,Football,Everyday_life,Sports,
1750,Football_(soccer),Everyday_life,Sports,
1751,Force,Science,Physics,General_Physics
1752,Forensic_facial_reconstruction,History,Archaeology,
1753,Forest,Geography,General_Geography,
1754,Forest,Science,Biology,Plants
1755,Formic_acid,Science,Chemistry,Chemical_compounds
1756,Formula_One,Everyday_life,Sports,
1757,Forrest_Gump,Everyday_life,Films,
1758,Fort_de_Chartres,Design_and_Technology,Architecture,
1759,Forth,IT,Computer_Programming,
1760,Forth_Bridge_(railway),Design_and_Technology,Engineering,
1761,Forth_Bridge_(railway),Design_and_Technology,Railway_transport,
1762,Forth_Road_Bridge,Design_and_Technology,Engineering,
1763,Forth_Road_Bridge,Design_and_Technology,Road_transport,
1764,Fossil,Geography,Geology_and_geophysics,
1765,Fossil_fuel,Citizenship,Environment,
1766,Fossil_fuel,Science,Physics,General_Physics
1767,Fossil_record,Geography,Geology_and_geophysics,
1768,Fourteenth_Amendment_to_the_United_States_Constitution,History,North_American_History,
1769,Fox,Science,Biology,Mammals
1770,Frédéric_Chopin,People,Performers_and_composers,
1771,Fractal,Mathematics,,
1772,France,Countries,,
1773,France,Geography,European_Geography,European_Countries
1774,France_in_the_American_Revolutionary_War,History,North_American_History,
1775,Frances_Oldham_Kelsey,People,Human_Scientists,
1776,Francis_Bacon,People,Philosophers,
1777,Francis_Crick,History,British_History,British_History_Post_1900
1778,Francis_Crick,People,Human_Scientists,
1779,Francis_Drake,History,British_History,British_History_15001750
1780,Francis_Drake,People,Historical_figures,
1781,Francis_Petre,Design_and_Technology,Architecture,
1782,Francis_of_Assisi,People,Religious_figures_and_leaders,
1783,Francisco_Goya,People,Artists,
1784,Francium,Science,Chemistry,Chemical_elements
1785,Frank_Lloyd_Wright,Design_and_Technology,Architecture,
1786,Frankenstein,Language_and_literature,Novels,
1787,Frankfurt,Geography,European_Geography,
1788,Franklin_B._Gowen,People,Historical_figures,
1789,Franklin_D._Roosevelt,People,USA_Presidents,
1790,Franklin_Pierce,People,USA_Presidents,
1791,Franks,History,General_history,
1792,Franz_Kafka,People,Writers_and_critics,
1793,Franz_Schubert,People,Performers_and_composers,
1794,Frederick_Douglass,People,Political_People,
1795,"Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava",People,Political_People,
1796,"Frederick_II,_Holy_Roman_Emperor",People,Historical_figures,
1797,Frederick_II_of_Prussia,People,Historical_figures,
1798,Freetown,Geography,African_Geography,
1799,French_Guiana,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
1800,French_Guiana,Countries,,
1801,French_Open_(tennis),Everyday_life,Sports_events,
1802,French_Polynesia,Countries,,
1803,French_Polynesia,Geography,Geography_of_Oceania_Australasia,
1804,French_Revolution,History,General_history,
1805,French_Southern_and_Antarctic_Lands,Geography,Antarctica,
1806,French_language,Language_and_literature,Languages,
1807,Fresh_water,Geography,Geology_and_geophysics,
1808,Friedrich_Nietzsche,People,Philosophers,
1809,Frog,Science,Biology,Insects_Reptiles_and_Fish
1810,Fruit,Everyday_life,Food_and_agriculture,
1811,Fugu,Science,Biology,Insects_Reptiles_and_Fish
1812,Full_moon,Science,Physics,Space_Astronomy
1813,Funchal,Geography,European_Geography,
1814,Functional_programming,IT,Computer_Programming,
1815,Fundamental_Rights_in_India,Citizenship,Politics_and_government,
1816,Fundamental_theorem_of_arithmetic,Mathematics,,
1817,Fungus,Science,Biology,Organisms
1818,Fur_language,Language_and_literature,Languages,
1819,Fusarium,Science,Biology,Organisms
1820,Fyodor_Dostoevsky,People,Writers_and_critics,
1821,GDRT,History,Ancient_History_Classical_History_and_Mythology,
1822,GNOME,IT,Computing_hardware_and_infrastructure,
1823,GNU,IT,Websites_and_the_Internet,
1824,GNU_Linux_naming_controversy,IT,Websites_and_the_Internet,
1825,GNU_Project,IT,Computer_Programming,
1826,GNU_Project,IT,Software,
1827,Gabon,Geography,African_Geography,African_Countries
1828,Gabon,Countries,,
1829,Gaborone,Geography,African_Geography,
1830,Gadolinium,Science,Chemistry,Chemical_elements
1831,Galápagos_Islands,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
1832,Galápagos_Islands,Countries,,
1833,Galah,Science,Biology,Birds
1834,Galaxy,Science,Physics,Space_Astronomy
1835,Galeras,Geography,Geology_and_geophysics,
1836,Galerina,Science,Biology,Plants
1837,Galileo_Galilei,People,Astronomers_and_physicists,
1838,Galileo_Galilei,People,Engineers_and_inventors,
1839,Gallery_of_the_Kings_and_Queens_of_England,History,British_History,
1840,Gallimimus,Science,Biology,Dinosaurs
1841,Gallium,Science,Chemistry,Chemical_elements
1842,Galveston_Hurricane_of_1900,Geography,Storms,
1843,Game,Everyday_life,Games,
1844,Game_theory,Mathematics,,
1845,Ganesha,Religion,Divinities,
1846,Ganges_River,Geography,Geography_of_Asia,
1847,Ganges_shark,Science,Biology,Insects_Reptiles_and_Fish
1848,Gangtok,Geography,Geography_of_Asia,
1849,Garage_(dance_music),Music,Musical_genres_styles_eras_and_events,
1850,Garden,Everyday_life,Recreation,
1851,Garden_Gnome_Liberation_Front,Citizenship,Animal_and_Human_Rights,
1852,Gardening,Everyday_life,Recreation,
1853,Gas,Science,Physics,General_Physics
1854,Gas_giant,Science,Physics,Space_Astronomy
1855,Gas_metal_arc_welding,Design_and_Technology,Engineering,
1856,Gas_tungsten_arc_welding,Design_and_Technology,Engineering,
1857,Gas_turbine-electric_locomotive,Design_and_Technology,Railway_transport,
1858,Gaur,Science,Biology,Mammals
1859,Gauss's_law,Science,Physics,Electricity_and_Electronics
1860,Gautama_Buddha,People,Religious_figures_and_leaders,
1861,Gaza_Strip,Countries,,
1862,Gaza_Strip,Geography,Geography_of_the_Middle_East,Middle_Eastern_Countries
1863,Gazelle,Science,Biology,Mammals
1864,Gender,Citizenship,Culture_and_Diversity,
1865,Genealogy,Everyday_life,Recreation,
1866,General_Pershing_Zephyr,Design_and_Technology,Railway_transport,
1867,Genetic_code,Science,Biology,General_Biology
1868,Genetics,Science,Biology,General_Biology
1869,Geneva,Geography,European_Geography,
1870,Genghis_Khan,People,Historical_figures,
1871,Genoa,Geography,European_Geography,
1872,Gentoo_penguin,Science,Biology,Birds
1873,Geography,Geography,General_Geography,
1874,Geography_of_Africa,Geography,African_Geography,
1875,Geography_of_India,Geography,Geography_of_Asia,
1876,Geography_of_Ireland,Geography,European_Geography,
1877,Geography_of_Texas,Geography,North_American_Geography,
1878,Geology,Geography,Geology_and_geophysics,
1879,Geology_of_Dorset,Geography,Geography_of_Great_Britain,
1880,Geology_of_the_Grand_Canyon_area,Geography,Geology_and_geophysics,
1881,Geometry,Mathematics,,
1882,Georg_Cantor,People,Mathematicians,
1883,Georg_Forster,People,Human_Scientists,
1884,Georg_von_Boeselager,People,Military_People,
1885,Georg_von_Boeselager,History,World_War_II,
1886,"George_Byron,_6th_Baron_Byron",People,Writers_and_critics,
1887,George_Eliot,People,Writers_and_critics,
1888,George_Fox,People,Religious_figures_and_leaders,
1889,George_H._W._Bush,People,USA_Presidents,
1890,George_Herbert,Language_and_literature,Poetry_and_Opera,
1891,George_Herbert,People,Writers_and_critics,
1892,George_III_of_the_United_Kingdom,History,British_History,British_History_17501900
1893,George_III_of_the_United_Kingdom,People,Monarchs_of_Great_Britain,
1894,George_II_of_Great_Britain,People,Monarchs_of_Great_Britain,
1895,George_IV_of_the_United_Kingdom,History,British_History,British_History_17501900
1896,George_IV_of_the_United_Kingdom,People,Monarchs_of_Great_Britain,
1897,George_I_of_Great_Britain,History,British_History,British_History_15001750
1898,George_I_of_Great_Britain,People,Monarchs_of_Great_Britain,
1899,George_Thomas_Coker,People,Military_People,
1900,George_VI_of_the_United_Kingdom,History,British_History,British_History_Post_1900
1901,George_VI_of_the_United_Kingdom,People,Monarchs_of_Great_Britain,
1902,George_V_of_the_United_Kingdom,History,British_History,British_History_Post_1900
1903,George_V_of_the_United_Kingdom,People,Monarchs_of_Great_Britain,
1904,George_W._Bush,People,USA_Presidents,
1905,George_Washington,People,USA_Presidents,
1906,"Georgetown,_Guyana",Geography,Central_and_South_American_Geography,
1907,Georgia_(country),Countries,,
1908,Georgia_(country),Geography,European_Geography,European_Countries
1909,Gerald_Durrell,People,Writers_and_critics,
1910,Gerald_Ford,People,USA_Presidents,
1911,"German_Crusade,_1096",History,Military_History_and_War,
1912,"German_Crusade,_1096",History,Pre_1900_Military,
1913,"German_Crusade,_1096",Religion,Religious_disputes,
1914,German_language,Language_and_literature,Languages,
1915,German_reunification,History,Recent_History,
1916,Germanium,Science,Chemistry,Chemical_elements
1917,Germany,Countries,,
1918,Germany,Geography,European_Geography,European_Countries
1919,Gettysburg_Address,History,North_American_History,
1920,Ghana,Geography,African_Geography,African_Countries
1921,Ghana,Countries,,
1922,Ghost_Dance,Religion,Religious_movements_traditions_and_organizations,
1923,Giant's_Causeway,Geography,European_Geography,
1924,Giant_Eland,Science,Biology,Mammals
1925,Giant_Hogweed,Science,Biology,Plants
1926,Giant_Panda,Science,Biology,Mammals
1927,Gibraltar,Geography,Geography_of_Great_Britain,
1928,Giganotosaurus,Science,Biology,Dinosaurs
1929,Gilles_Villeneuve,People,Sports_and_games_people,
1930,Giraffe,Science,Biology,Mammals
1931,Giuseppe_Verdi,People,Performers_and_composers,
1932,Giuseppe_Verdi,Language_and_literature,Poetry_and_Opera,
1933,Giza_pyramid_complex,History,Archaeology,
1934,Giza_pyramid_complex,Design_and_Technology,Architecture,
1935,Glacier,Geography,General_Geography,
1936,Glacier_National_Park_(US),Geography,North_American_Geography,
1937,Glaciology,Geography,Climate_and_the_Weather,
1938,Glasgow,Geography,Geography_of_Great_Britain,
1939,Glass,Science,Chemistry,Materials_science
1940,Glasses,Design_and_Technology,Engineering,
1941,Glastonbury_Festival,Music,Musical_genres_styles_eras_and_events,
1942,GlaxoSmithKline,Business_Studies,Companies,
1943,Gliding,Everyday_life,Recreation,
1944,Gliding,Everyday_life,Sports,
1945,Gliese_876,Science,Physics,Space_Astronomy
1946,Gliese_876_b,Science,Physics,Space_Astronomy
1947,Gliese_876_c,Science,Physics,Space_Astronomy
1948,Gliese_876_d,Science,Physics,Space_Astronomy
1949,Global,Citizenship,Politics_and_government,
1950,Global_city,Geography,General_Geography,
1951,Global_spread_of_H5N1,Citizenship,Environment,
1952,Global_warming,Geography,Climate_and_the_Weather,
1953,Global_warming,Citizenship,Environment,
1954,Globalization,Business_Studies,Economics,
1955,Globe_Theatre,Language_and_literature,Theatre,
1956,Globular_cluster,Science,Physics,Space_Astronomy
1957,Glorious_Revolution,History,British_History,British_History_15001750
1958,Glynn_Lunney,People,Engineers_and_inventors,
1959,Gmail,IT,Websites_and_the_Internet,
1960,Go_(board_game),Everyday_life,Games,
1961,Goa,Geography,Geography_of_Asia,
1962,God,Religion,Divinities,
1963,Gold,Science,Chemistry,Chemical_elements
1964,Gold(III)_chloride,Science,Chemistry,Chemical_compounds
1965,Gold_standard,Business_Studies,Economics,
1966,Goldcrest,Science,Biology,Birds
1967,Golden_Eagle,Science,Biology,Birds
1968,Golden_Gate_Highlands_National_Park,Geography,African_Geography,
1969,Goldfish,Science,Biology,Insects_Reptiles_and_Fish
1970,"Goleta,_California",Geography,North_American_Geography,
1971,Gone_with_the_Wind_(film),Everyday_life,Films,
